Age,Gender,Annual Income,Monthly Income,Employment Type,Job Experience,Loan Amount,Loan Term,Credit Score,Existing Loans,Debt To Income Ratio,Number of Dependents,Education,Home Ownership,Marital Status,Loan Purpose,Previous Defaults,Savings Balance,Current Balance,EMI,Loan Default
21,Female,2798.58,233.22,Unemployed,0,2036.71,48,496,1,0.8413,3,High School,Mortgage,Single,Auto,0,6025.15,4598.65,59.83,1
47,Male,123829.75,10319.15,Salaried,6,50741.7,24,686,1,0.2569,0,Bachelor,Rent,Divorced,Auto,0,0.0,0.0,2318.12,0
33,Male,81332.95,6777.75,Self-Employed,11,34969.28,36,648,2,0.2483,0,High School,Mortgage,Married,Education,0,1057.72,2618.53,1178.25,0
61,Male,4791.27,399.27,Unemployed,0,2000.0,36,617,1,0.6934,0,Bachelor,Mortgage,Single,Education,0,6899.05,2382.47,67.39,1
23,Male,12571.75,1047.65,Student,0,19562.36,36,697,0,0.5938,3,Bachelor,Rent,Married,Home,0,7785.95,7700.02,622.08,0
59,Female,89002.94,7416.91,Salaried,10,79209.67,60,642,3,0.3533,1,Master,Rent,Single,Auto,0,15820.7,6444.89,1802.26,0
26,Female,96200.45,8016.7,Salaried,3,337704.27,36,697,0,1.3396,0,Bachelor,Mortgage,Single,Home,0,29069.94,17888.96,10738.91,1
28,Female,77453.27,6454.44,Salaried,1,25703.7,36,606,1,0.1613,0,High School,Rent,Married,Personal,0,4620.7,3461.56,866.06,0
47,Male,62401.88,5200.16,Salaried,7,22937.11,36,765,2,0.2015,2,Bachelor,Own,Divorced,Personal,0,13498.45,8922.68,697.79,0
29,Male,33381.13,2781.76,Salaried,1,27552.16,48,549,1,0.3531,2,High School,Mortgage,Married,Personal,0,14336.13,2196.22,809.34,0
57,Female,197438.22,16453.19,Salaried,26,422270.45,24,724,1,1.1909,1,Master,Own,Single,Home,0,87535.88,41491.62,19291.32,0
53,Female,150831.31,12569.28,Self-Employed,8,26840.02,60,735,0,0.0443,0,Master,Mortgage,Married,Education,0,29411.54,9785.78,557.15,0
62,Male,99517.26,8293.1,Salaried,38,52955.33,24,744,0,0.2917,0,Bachelor,Rent,Single,Personal,0,14190.85,8410.33,2419.25,0
64,Male,49983.55,4165.3,Salaried,0,23277.71,36,657,0,0.1883,1,High School,Mortgage,Single,Auto,0,19092.05,4068.3,784.32,0
44,Male,5831.7,485.98,Student,0,2331.71,48,691,1,0.5855,2,Master,Mortgage,Married,Personal,0,6246.12,3877.18,58.02,0
35,Female,7413.24,617.77,Student,0,15914.31,60,659,2,1.5,0,Master,Mortgage,Divorced,Home,0,12268.3,5100.93,362.1,1
52,Female,121239.76,10103.31,Self-Employed,0,78457.05,36,575,0,0.2807,1,Master,Own,Single,Education,0,45850.63,23787.85,2836.41,0
52,Male,148663.79,12388.65,Salaried,5,285969.87,60,654,2,0.5846,0,Master,Mortgage,Married,Home,0,10269.37,6976.04,6506.69,0
44,Male,12297.32,1024.78,Student,0,26066.76,48,625,1,0.8938,1,Bachelor,Rent,Divorced,Home,1,2689.94,1926.9,699.31,1
61,Female,64426.68,5368.89,Salaried,32,28623.43,48,638,1,0.1958,1,High School,Mortgage,Single,Auto,0,9326.17,4761.32,767.89,0
69,Male,277940.83,23161.74,Self-Employed,47,75923.17,48,718,0,0.0816,3,Bachelor,Rent,Single,Auto,0,15913.12,12997.69,1889.35,0
69,Male,75508.77,6292.4,Salaried,2,32488.3,36,850,1,0.2113,1,Bachelor,Rent,Divorced,Education,0,4480.79,2871.17,988.36,0
32,Female,84851.93,7070.99,Salaried,4,22606.04,48,674,0,0.0796,1,Bachelor,Rent,Married,Personal,0,18725.77,6660.12,562.55,0
59,Male,77254.0,6437.83,Self-Employed,3,18522.04,24,644,0,0.1368,0,Bachelor,Rent,Single,Auto,0,7634.91,4723.46,880.57,0
22,Male,10570.22,880.85,Unemployed,0,10017.42,24,541,1,0.9613,0,High School,Own,Single,Business,0,9262.16,3047.28,500.11,1
23,Female,88497.78,7374.82,Self-Employed,0,173872.74,24,498,1,1.2102,0,Bachelor,Rent,Single,Home,0,16634.73,3230.53,8680.44,1
69,Female,7000.26,583.36,Unemployed,0,2658.71,36,541,0,0.1648,0,Bachelor,Mortgage,Married,Personal,1,2559.19,2715.73,96.12,1
57,Female,74720.07,6226.67,Salaried,3,14788.69,60,749,0,0.0493,0,High School,Mortgage,Married,Education,0,10729.02,5556.85,306.99,0
69,Female,172307.98,14359.0,Self-Employed,19,58703.87,36,679,0,0.13,4,Bachelor,Mortgage,Married,Auto,1,75650.13,34124.66,1866.77,0
37,Female,72726.36,6060.53,Salaried,11,9133.21,48,585,1,0.0625,1,Master,Mortgage,Married,Auto,0,19057.35,8011.75,245.02,0
69,Female,195775.99,16314.67,Salaried,25,193886.78,12,741,1,1.0457,0,Master,Mortgage,Single,Business,0,0.0,1666.56,16955.69,0
22,Male,40668.46,3389.04,Self-Employed,0,6852.87,48,614,1,0.1237,0,Bachelor,Rent,Single,Education,0,11963.07,6717.47,183.85,0
22,Female,5071.86,422.66,Unemployed,0,3340.35,60,610,1,0.403,0,Bachelor,Mortgage,Single,Auto,0,4142.66,3715.66,76.0,0
48,Female,73014.89,6084.57,Salaried,3,38434.67,36,654,0,0.2128,0,High School,Rent,Married,Education,0,10084.73,7029.67,1295.02,0
43,Male,173286.28,14440.52,Salaried,15,120441.57,48,815,4,0.2811,0,Bachelor,Rent,Married,Education,0,60436.35,17451.69,2828.57,0
57,Male,69012.2,5751.02,Salaried,6,8388.77,36,632,0,0.0491,1,Bachelor,Own,Single,Personal,0,22734.26,15008.06,282.65,0
52,Male,2214.25,184.52,Unemployed,0,7182.56,48,559,2,0.9739,3,Bachelor,Own,Married,Home,0,7466.31,3990.09,210.99,1
53,Male,205732.69,17144.39,Salaried,32,70736.37,36,603,0,0.139,1,Master,Rent,Married,Auto,0,98508.99,33629.1,2383.39,0
21,Male,62633.91,5219.49,Salaried,0,53432.14,24,622,0,0.4867,1,Bachelor,Mortgage,Married,Auto,0,23070.75,11629.47,2540.26,0
39,Female,94157.29,7846.44,Salaried,15,189262.6,24,679,1,1.1307,2,High School,Rent,Single,Home,0,47291.93,10888.51,8646.41,0
22,Female,51743.0,4311.92,Salaried,1,120056.59,24,706,0,1.272,0,High School,Mortgage,Single,Home,0,6044.93,4362.7,5484.75,0
64,Male,153702.88,12808.57,Self-Employed,32,405185.28,60,683,0,0.6567,0,Bachelor,Mortgage,Single,Home,0,0.0,2263.29,8410.98,0
46,Male,7295.56,607.96,Student,0,6456.58,36,698,1,0.7436,1,Bachelor,Rent,Married,Business,0,5912.46,5426.44,205.32,1
52,Male,201929.02,16827.42,Salaried,13,404328.43,36,751,1,0.7514,2,Master,Mortgage,Married,Home,0,21592.79,12399.5,12300.45,0
26,Female,62864.7,5238.72,Salaried,3,237454.99,24,630,1,1.5,1,Bachelor,Rent,Married,Home,0,21442.09,4895.14,11289.04,1
52,Male,2547.35,212.28,Unemployed,0,11648.53,48,539,2,1.5,0,Bachelor,Own,Divorced,Home,2,4805.47,3224.64,342.18,1
24,Male,7646.11,637.18,Unemployed,0,8594.56,24,578,0,0.6734,3,Bachelor,Own,Divorced,Business,0,7387.71,5310.69,429.08,1
31,Male,71109.34,5925.78,Salaried,4,50883.28,36,737,0,0.2731,0,Bachelor,Rent,Single,Education,0,15439.0,6358.06,1618.07,0
37,Male,141854.91,11821.24,Salaried,14,86270.59,12,773,0,0.6281,2,Bachelor,Mortgage,Single,Auto,0,1141.4,2657.54,7425.0,0
58,Male,5808.72,484.06,Student,0,4399.49,24,562,0,0.4393,3,Bachelor,Rent,Married,Business,0,6217.51,5869.5,219.64,0
44,Female,149563.37,12463.61,Self-Employed,9,59503.8,48,563,3,0.229,0,Bachelor,Rent,Single,Education,0,6527.96,4709.62,1747.92,0
25,Female,3868.58,322.38,Unemployed,0,2000.0,12,483,0,0.3667,2,High School,Own,Married,Personal,1,8650.64,5805.29,183.36,1
54,Female,154270.24,12855.85,Salaried,20,225700.85,12,780,1,1.5,2,Master,Rent,Divorced,Home,0,11802.01,7515.65,19425.27,0
26,Male,76514.49,6376.21,Salaried,1,153195.99,36,737,2,0.8074,3,Bachelor,Rent,Married,Business,0,33305.6,13165.37,4871.59,0
42,Female,97308.23,8109.02,Self-Employed,10,122926.99,36,650,1,0.5522,0,High School,Own,Single,Business,0,0.0,1155.26,4141.9,0
31,Female,9225.41,768.78,Unemployed,0,2803.34,12,582,0,0.3257,3,High School,Rent,Single,Personal,0,7547.24,5411.33,250.39,0
68,Male,6448.28,537.36,Student,0,24263.03,36,738,2,1.5,0,High School,Mortgage,Single,Home,0,6858.65,2484.55,771.56,1
36,Female,112633.63,9386.14,Salaried,15,348211.29,12,706,0,1.5,2,Bachelor,Mortgage,Married,Home,0,37879.39,13402.93,30451.59,0
53,Male,89690.42,7474.2,Salaried,18,69231.42,36,815,0,0.2818,1,High School,Mortgage,Single,Personal,0,39290.16,22481.53,2106.15,0
29,Female,67319.04,5609.92,Salaried,3,22631.7,48,647,1,0.1391,0,High School,Mortgage,Single,Auto,0,32441.06,22224.94,607.15,0
26,Male,83601.52,6966.79,Self-Employed,1,18183.71,48,673,0,0.065,0,Bachelor,Rent,Single,Auto,0,16062.23,9205.21,452.5,0
36,Female,86160.14,7180.01,Self-Employed,5,20761.56,60,653,1,0.0911,0,Bachelor,Mortgage,Divorced,Auto,0,4620.88,1488.75,472.39,0
49,Male,9655.48,804.62,Unemployed,0,2000.0,48,678,0,0.0619,0,High School,Own,Married,Auto,0,5537.89,3482.89,49.77,0
23,Female,68488.5,5707.38,Salaried,1,13420.44,36,699,2,0.1834,0,Bachelor,Own,Divorced,Education,0,25853.03,7147.46,426.77,0
40,Female,160614.65,13384.55,Salaried,11,36851.62,24,683,0,0.1258,0,Bachelor,Mortgage,Married,Auto,0,22229.55,11067.84,1683.56,0
56,Female,188211.73,15684.31,Salaried,1,102931.24,36,679,1,0.2243,0,PhD,Mortgage,Married,Education,1,35636.43,21562.4,3273.19,0
39,Male,94175.67,7847.97,Salaried,1,177944.85,60,671,0,0.4707,1,Bachelor,Mortgage,Single,Home,1,42833.04,23444.66,3693.84,0
46,Male,91252.39,7604.37,Salaried,8,383171.99,48,624,0,1.3518,1,High School,Mortgage,Single,Home,0,727.66,2522.99,10279.54,1
23,Female,5931.76,494.31,Unemployed,0,3767.45,36,623,0,0.2539,3,Bachelor,Mortgage,Married,Business,0,2509.29,4006.74,126.94,0
39,Male,116798.78,9733.23,Salaried,11,333434.93,60,655,3,0.8998,1,Bachelor,Rent,Divorced,Home,0,28310.71,17342.85,7586.67,0
40,Male,40178.07,3348.17,Salaried,1,14523.75,24,696,2,0.4319,0,High School,Rent,Single,Auto,0,5914.0,2635.93,663.51,0
52,Female,10856.39,904.7,Unemployed,0,15309.69,36,523,0,0.6118,1,Master,Mortgage,Single,Home,0,6237.0,4219.42,553.48,1
27,Female,6710.25,559.19,Unemployed,0,4461.08,36,599,0,0.2688,2,Bachelor,Mortgage,Married,Personal,0,4812.64,2850.9,150.31,0
61,Male,217590.16,18132.51,Salaried,17,72826.35,36,689,0,0.1277,0,PhD,Mortgage,Single,Auto,0,102345.47,12965.33,2315.86,0
53,Male,163748.1,13645.68,Salaried,15,120303.41,60,850,0,0.1704,1,Bachelor,Mortgage,Married,Education,0,37426.07,15631.48,2325.8,0
60,Male,167348.93,13945.74,Salaried,18,28779.02,24,756,0,0.0915,1,Bachelor,Rent,Single,Personal,0,34080.45,19375.08,1275.5,0
59,Female,120796.25,10066.35,Salaried,24,68422.52,12,587,1,0.6391,4,Bachelor,Rent,Single,Personal,0,4872.63,3892.43,6111.31,0
38,Female,70491.31,5874.28,Self-Employed,15,45129.51,12,726,0,0.6719,1,Bachelor,Mortgage,Single,Auto,0,0.0,2155.8,3946.64,0
60,Female,59588.39,4965.7,Self-Employed,5,32065.11,24,699,0,0.295,2,Bachelor,Rent,Married,Auto,1,8128.17,4297.39,1464.89,0
21,Female,83909.59,6992.47,Salaried,0,41067.62,36,564,1,0.2297,0,Master,Own,Married,Education,0,0.0,2609.88,1484.69,0
31,Male,5052.91,421.08,Unemployed,0,2152.08,48,511,1,0.7663,2,Bachelor,Rent,Single,Education,0,5386.9,3468.47,63.22,1
48,Male,109815.35,9151.28,Self-Employed,26,78872.54,24,605,2,0.4403,0,Master,Mortgage,Divorced,Auto,0,8464.26,3885.9,3749.74,0
45,Male,9320.65,776.72,Student,0,3518.05,24,753,0,0.2007,1,Master,Rent,Single,Personal,0,10300.21,6294.68,155.92,0
43,Male,3058.5,254.88,Unemployed,0,7120.81,24,523,0,0.711,1,PhD,Rent,Single,Home,0,3711.0,4220.67,355.5,1
51,Female,84344.1,7028.68,Salaried,14,128785.53,48,706,2,0.5361,3,Bachelor,Rent,Married,Business,0,32559.18,8361.7,3204.83,0
50,Female,139048.18,11587.35,Salaried,11,32852.2,24,648,1,0.16,0,Bachelor,Mortgage,Single,Education,0,64364.8,34084.36,1561.85,0
62,Male,91528.92,7627.41,Salaried,21,86960.64,36,681,0,0.3626,0,High School,Mortgage,Married,Education,0,43116.07,16163.96,2765.33,0
55,Male,94278.93,7856.58,Salaried,11,41503.51,36,734,0,0.168,2,Bachelor,Rent,Divorced,Education,0,39207.45,14074.69,1319.8,0
27,Female,35642.64,2970.22,Salaried,1,75267.92,12,696,1,1.5,1,High School,Rent,Married,Home,0,14173.02,9344.68,6582.29,0
36,Female,79244.25,6603.69,Salaried,4,64003.22,36,612,1,0.3853,0,High School,Mortgage,Married,Business,0,41324.54,13143.71,2156.52,0
46,Male,11036.9,919.74,Unemployed,0,8699.21,24,481,1,0.7838,0,High School,Mortgage,Married,Personal,1,10776.13,6440.51,434.3,1
68,Female,289304.56,24108.71,Salaried,46,64738.9,36,652,1,0.1058,0,Master,Rent,Single,Education,0,0.0,2343.95,2181.31,0
69,Female,11212.75,934.4,Unemployed,0,2384.9,36,618,1,0.44,1,Master,Own,Married,Education,0,8355.73,6304.76,80.36,0
22,Male,72359.17,6029.93,Salaried,0,44999.99,60,695,2,0.2269,2,Bachelor,Rent,Single,Auto,0,22345.61,13963.97,934.13,0
21,Female,45543.19,3795.27,Salaried,0,27446.01,36,688,2,0.3099,0,Bachelor,Own,Divorced,Education,0,13685.24,5772.17,872.78,0
68,Male,85311.53,7109.29,Salaried,30,170854.11,12,815,1,1.5,3,Bachelor,Rent,Single,Business,0,16177.06,7479.94,14704.8,0
32,Female,52783.74,4398.64,Salaried,3,37354.48,36,715,1,0.358,1,Bachelor,Mortgage,Married,Auto,0,18209.33,9973.35,1187.86,0
25,Female,87567.19,7297.27,Salaried,1,40680.68,48,620,0,0.1496,0,Bachelor,Rent,Divorced,Education,0,2597.81,2786.88,1091.36,0
57,Female,105896.77,8824.73,Self-Employed,18,41003.75,36,700,0,0.1478,1,Bachelor,Mortgage,Married,Auto,0,37339.72,10949.44,1303.91,0
52,Female,161911.57,13492.63,Salaried,22,613744.14,36,583,1,1.5,2,Bachelor,Mortgage,Divorced,Home,0,36702.03,19898.57,20679.47,1
29,Male,75598.21,6299.85,Self-Employed,0,112835.36,36,681,2,0.6288,0,Bachelor,Rent,Married,Home,1,36073.87,9161.86,3588.13,0
61,Female,127450.92,10620.91,Salaried,26,361006.75,12,759,0,1.5,2,Bachelor,Rent,Single,Home,1,45948.78,22039.83,31070.56,0
55,Female,56057.02,4671.42,Salaried,1,35275.33,24,642,1,0.4243,2,Bachelor,Rent,Married,Auto,0,6500.45,1309.81,1677.05,0
39,Female,101682.66,8473.56,Self-Employed,10,13892.29,36,764,1,0.0784,0,PhD,Mortgage,Single,Auto,1,13866.73,6171.76,422.63,0
68,Female,82073.03,6839.42,Salaried,7,213938.56,48,777,2,0.8064,0,High School,Own,Single,Home,0,32445.21,15971.53,5024.35,0
36,Female,106839.34,8903.28,Salaried,2,49557.14,36,760,1,0.2125,0,Bachelor,Rent,Married,Auto,0,15566.43,8639.5,1507.62,0
23,Female,78108.81,6509.07,Salaried,0,169573.32,36,723,2,0.8944,2,Bachelor,Mortgage,Married,Home,0,25416.82,10966.57,5392.39,0
40,Male,52567.57,4380.63,Salaried,15,114457.73,36,648,1,0.9287,0,High School,Rent,Divorced,Home,0,28493.39,9099.02,3856.53,0
44,Female,64136.44,5344.7,Salaried,3,26889.49,24,664,1,0.2789,2,Bachelor,Rent,Divorced,Auto,0,76.41,3186.09,1278.38,0
53,Female,110591.04,9215.92,Salaried,13,34842.04,24,654,0,0.1797,1,High School,Rent,Divorced,Education,0,8480.09,4813.07,1656.45,0
44,Female,100179.83,8348.32,Salaried,21,352563.44,24,549,1,1.5,2,Bachelor,Rent,Single,Home,1,23567.99,7322.44,17601.41,1
31,Female,41760.36,3480.03,Salaried,0,13713.43,36,711,1,0.2372,1,Bachelor,Rent,Married,Education,0,20459.0,6329.68,436.08,0
69,Male,7500.49,625.04,Unemployed,0,14958.33,36,721,2,1.5,0,Bachelor,Own,Married,Home,0,4074.99,2075.2,475.67,1
28,Male,61715.03,5142.92,Salaried,2,114179.1,48,664,0,0.5956,3,Bachelor,Own,Divorced,Business,0,4575.56,4182.04,3063.14,0
56,Female,11574.35,964.53,Unemployed,0,46531.37,12,801,0,1.5,2,High School,Own,Single,Home,0,7731.57,3372.19,4004.79,1
58,Female,161215.18,13434.6,Salaried,25,708266.97,24,678,1,1.5,1,Bachelor,Own,Single,Home,0,53755.98,15159.58,32356.99,0
60,Male,172966.14,14413.84,Self-Employed,34,423009.16,48,610,0,0.7873,1,High School,Mortgage,Divorced,Home,0,67947.82,18681.61,11348.28,1
40,Female,143984.58,11998.71,Self-Employed,3,56046.44,48,680,0,0.1162,1,Master,Rent,Single,Education,0,72613.75,22165.83,1394.72,0
55,Male,264186.32,22015.53,Salaried,29,94216.4,60,714,1,0.0956,0,Master,Mortgage,Married,Personal,0,99077.72,47966.0,1955.78,0
68,Female,13303.65,1108.64,Student,0,4167.88,60,751,1,0.4261,1,Bachelor,Mortgage,Single,Auto,0,10026.52,3690.05,80.58,0
45,Male,194459.85,16204.99,Salaried,19,31408.6,12,719,0,0.1695,0,Master,Mortgage,Married,Education,0,17906.23,12321.4,2746.73,0
55,Male,69001.37,5750.11,Salaried,20,12063.58,48,786,2,0.1292,4,Bachelor,Mortgage,Married,Personal,0,34335.89,20199.88,283.31,0
45,Male,157073.8,13089.48,Salaried,19,97020.73,36,602,0,0.2497,1,Master,Mortgage,Single,Education,1,38642.07,24694.48,3269.01,0
49,Male,7190.18,599.18,Student,0,2000.0,12,669,0,0.2981,0,Bachelor,Mortgage,Married,Auto,0,7623.31,3918.1,178.63,0
38,Male,6343.13,528.59,Unemployed,0,11032.23,60,572,1,1.2067,1,High School,Rent,Single,Home,0,6394.29,4226.01,280.15,1
66,Male,256225.07,21352.09,Salaried,41,58651.28,36,779,0,0.0836,0,Master,Mortgage,Single,Education,0,14822.3,11805.81,1784.29,0
38,Male,45203.84,3766.99,Salaried,11,31571.84,48,634,1,0.292,0,High School,Rent,Single,Personal,0,13848.82,6819.95,846.99,0
22,Female,27218.44,2268.2,Salaried,1,93941.02,36,602,0,1.3955,1,High School,Rent,Married,Home,0,15809.04,10273.47,3165.24,1
55,Female,75307.63,6275.64,Salaried,34,74951.15,24,707,2,0.6484,1,High School,Own,Single,Business,0,13297.11,9105.43,3424.12,0
36,Male,150674.41,12556.2,Salaried,12,374612.64,36,695,0,0.9487,4,Bachelor,Mortgage,Married,Home,0,48281.67,20804.41,11912.58,0
61,Female,116794.44,9732.87,Salaried,6,472128.61,48,748,0,1.2071,4,Bachelor,Mortgage,Married,Home,0,0.0,2761.27,11748.94,1
56,Male,132487.08,11040.59,Salaried,9,83826.65,24,656,0,0.361,0,Bachelor,Mortgage,Married,Education,1,65042.14,16273.35,3985.27,0
53,Female,4763.07,396.92,Unemployed,0,2000.0,36,662,0,0.1348,1,Master,Rent,Married,Auto,0,6297.19,3097.09,67.39,0
24,Female,39749.36,3312.45,Salaried,2,23778.0,36,591,0,0.2419,2,High School,Mortgage,Married,Education,0,9545.93,6147.41,801.17,0
53,Male,118221.93,9851.83,Self-Employed,19,205016.6,36,634,0,0.7012,0,PhD,Rent,Single,Home,0,29114.54,13734.56,6907.82,0
34,Male,140006.66,11667.22,Salaried,11,484229.54,24,672,2,1.5,2,Master,Own,Married,Home,0,4602.15,6502.16,22121.9,0
41,Male,8824.09,735.34,Student,0,2000.0,24,721,1,0.6259,3,High School,Mortgage,Single,Auto,0,4040.76,1886.79,91.37,1
68,Male,152291.02,12690.92,Salaried,13,147756.98,24,652,1,0.5835,2,Bachelor,Own,Divorced,Business,0,44494.89,27282.03,7024.64,0
40,Female,170188.93,14182.41,Salaried,11,24178.77,36,737,1,0.0684,0,Master,Own,Married,Auto,0,51582.75,32265.23,768.88,0
28,Male,61851.45,5154.29,Self-Employed,7,123433.96,24,638,0,1.1385,3,Bachelor,Rent,Single,Home,0,14400.19,8219.36,5868.28,1
27,Male,111536.64,9294.72,Self-Employed,0,75142.08,48,667,1,0.2577,3,Bachelor,Own,Married,Education,0,18840.97,8522.05,2015.87,0
23,Male,102921.9,8576.82,Salaried,2,155683.35,24,620,0,0.863,2,Bachelor,Mortgage,Divorced,Business,0,24331.94,13639.48,7401.47,0
37,Male,106160.66,8846.72,Salaried,4,15209.96,24,675,0,0.0785,0,Bachelor,Rent,Single,Auto,1,51063.51,12500.77,694.86,0
53,Female,35830.78,2985.9,Salaried,0,15216.25,24,728,1,0.3171,2,High School,Mortgage,Married,Auto,0,6527.12,4545.18,695.15,0
68,Male,299298.36,24941.53,Salaried,46,202366.07,24,838,0,0.3596,0,Bachelor,Own,Single,Business,0,73944.32,37915.34,8968.99,0
32,Female,64278.77,5356.56,Self-Employed,8,15321.86,48,559,2,0.2278,0,High School,Rent,Married,Education,0,1451.35,2817.84,450.08,0
42,Male,86146.84,7178.9,Salaried,11,24142.64,48,651,0,0.0902,1,Bachelor,Own,Divorced,Education,0,21636.08,14523.51,647.69,0
42,Male,212489.38,17707.45,Salaried,21,527662.75,36,657,0,1.004,4,Master,Mortgage,Married,Home,0,32885.04,7099.84,17779.04,0
66,Female,89680.75,7473.4,Salaried,17,68709.47,36,738,2,0.3309,2,Bachelor,Rent,Married,Education,0,3312.27,1908.23,2184.94,0
50,Male,246323.99,20527.0,Salaried,10,77021.26,24,611,0,0.1784,2,PhD,Mortgage,Divorced,Personal,0,4723.97,3376.84,3661.73,0
58,Female,138143.05,11511.92,Self-Employed,9,100833.15,24,602,0,0.4164,1,Bachelor,Mortgage,Married,Education,0,33109.74,11668.59,4793.79,0
58,Female,72368.35,6030.7,Salaried,0,159028.69,24,828,0,1.1687,0,Bachelor,Mortgage,Married,Home,0,1822.28,2895.35,7048.25,0
65,Male,91166.78,7597.23,Salaried,19,60639.77,24,713,0,0.3646,3,Bachelor,Mortgage,Married,Education,0,10961.27,5485.1,2770.31,0
28,Male,129545.54,10795.46,Salaried,1,62337.5,36,643,0,0.1946,1,PhD,Own,Married,Personal,0,0.0,1744.75,2100.4,0
47,Male,68159.51,5679.96,Salaried,10,8742.18,36,850,1,0.071,2,Bachelor,Own,Married,Auto,0,11530.97,5208.7,265.95,0
47,Male,40032.14,3336.01,Salaried,1,8034.96,12,668,0,0.2151,1,High School,Rent,Divorced,Personal,0,12817.14,9499.05,717.66,0
54,Male,245683.1,20473.59,Salaried,25,89655.43,36,680,1,0.1537,2,PhD,Rent,Married,Education,0,86910.88,27824.5,2851.02,0
41,Male,54719.67,4559.97,Self-Employed,10,8280.48,36,665,0,0.0612,3,Bachelor,Rent,Married,Auto,0,26268.46,5166.04,279.0,0
50,Male,12657.23,1054.77,Student,0,8371.84,12,722,2,1.1119,0,High School,Mortgage,Single,Education,0,9930.06,6424.31,732.13,0
53,Female,3969.15,330.76,Unemployed,0,2000.0,48,520,3,1.5,0,Bachelor,Own,Married,Education,1,5951.85,6400.71,58.75,1
48,Female,267855.81,22321.32,Salaried,24,189422.1,36,813,0,0.2582,0,Master,Rent,Married,Auto,0,18506.76,11243.23,5762.59,0
67,Female,90873.21,7572.77,Salaried,33,76579.85,24,783,0,0.4482,3,Bachelor,Rent,Married,Auto,0,0.0,450.94,3394.07,0
53,Male,7321.32,610.11,Unemployed,0,2260.41,36,654,1,0.6936,2,Bachelor,Own,Single,Auto,0,10007.92,8494.6,76.16,1
25,Male,137878.3,11489.86,Salaried,2,441757.72,60,629,1,0.9014,2,Master,Mortgage,Divorced,Home,0,37641.93,19331.35,10051.35,0
68,Female,143899.94,11991.66,Salaried,40,32431.5,12,721,2,0.2799,0,Bachelor,Rent,Single,Education,0,21006.69,5862.42,2836.18,0
39,Female,90566.48,7547.21,Salaried,0,156354.32,60,729,1,0.4668,2,Bachelor,Rent,Single,Home,0,47205.11,17441.3,3245.66,0
24,Female,63485.13,5290.43,Self-Employed,1,86280.9,36,600,2,0.6046,1,High School,Own,Married,Home,1,27982.62,9022.88,2907.14,1
55,Male,125162.8,10430.23,Salaried,30,134091.49,36,770,1,0.4194,0,High School,Mortgage,Married,Business,0,58960.65,18726.61,4079.32,0
69,Female,160751.01,13395.92,Self-Employed,37,250566.4,24,710,1,0.8708,4,Bachelor,Mortgage,Single,Home,0,16883.71,6324.29,11447.06,0
37,Female,133646.74,11137.23,Self-Employed,1,77702.24,12,561,2,0.7113,0,Master,Mortgage,Married,Auto,0,61008.4,15748.06,7123.74,0
64,Male,56421.69,4701.81,Self-Employed,0,57254.73,12,634,1,1.1106,0,High School,Mortgage,Single,Business,0,22015.31,8728.98,5113.84,1
48,Male,163558.23,13629.85,Salaried,25,22653.61,36,663,0,0.056,0,Bachelor,Mortgage,Single,Personal,1,58666.4,23306.94,763.29,0
50,Female,126639.48,10553.29,Self-Employed,23,50563.03,36,658,1,0.1776,0,High School,Rent,Single,Education,0,16551.13,5957.7,1703.67,0
49,Male,107227.88,8935.66,Salaried,23,80203.41,60,692,0,0.1863,1,Bachelor,Mortgage,Divorced,Personal,0,8403.29,2252.63,1664.89,0
66,Male,4324.88,360.41,Unemployed,0,12663.49,36,600,0,0.8534,0,High School,Own,Single,Home,0,7568.51,3029.81,426.68,1
26,Female,46095.24,3841.27,Salaried,1,31921.5,48,625,1,0.2986,2,High School,Own,Single,Personal,0,18074.62,6672.01,856.37,0
55,Female,66483.44,5540.29,Salaried,33,118534.24,36,700,0,0.6804,0,High School,Mortgage,Married,Home,0,23396.65,9977.89,3769.36,0
61,Male,82901.95,6908.5,Self-Employed,8,289926.64,48,677,0,1.0443,1,Bachelor,Mortgage,Married,Home,0,20590.56,3795.57,7214.84,0
